gene_id,SRR6825925,SRR6825926,SRR6825928,SRR6825930,SRR6825932,SRR6825933,SRR6825934,SRR6825935,SRR6825938,SRR6825939,SRR6825940,SRR6825941
gene-ADGRE5,706,1660,1261,3143,736,725,1205,3606,1470,473,942,790
gene-TINF2,291,559,577,199,258,442,594,586,398,625,379,427
gene-LOC121937101,0,0,0,0,7,0,0,4,0,0,0,0
gene-LOC121937100,4168,3756,2388,2215,3036,3608,8292,4673,7031,3933,4523,2215
gene-FAM124A,0,0,0,0,0,0,0,0,8,0,4,0
gene-FAM124B,36,59,67,87,25,80,37,281,35,21,24,30
gene-LOC121936859,0,0,0,0,0,4,0,0,0,0,0,0
gene-LOC121936855,5,27,6,3,16,12,48,13,0,22,14,0
gene-LOC121936851,327,195,223,255,196,201,444,497,445,196,287,194
gene-LOC121936852,118,390,739,787,235,391,322,1060,217,266,200,286
gene-LOC121936853,10,0,0,0,0,0,0,0,0,0,0,0
gene-UBA52,20945,19783,11912,13961,18332,16900,27610,25949,27956,14249,33191,18458
gene-LOC121933379,742,896,1264,1229,1168,1294,1245,1919,998,1249,1183,1140
gene-LOC121928880,560,465,293,338,392,265,639,804,1032,257,616,375
gene-SRA1,138,232,129,186,168,124,304,603,321,197,347,129
gene-LOC121928888,0,0,26,0,4,0,4,0,0,21,0,6
gene-OTC,22,19,17,9,21,4,104,32,46,21,0,3
gene-PLCL2,1615,1461,1510,2030,2382,2033,3696,2016,2102,2046,2024,1551
gene-SOGA1,253,411,278,529,174,271,112,855,134,160,252,368
gene-SOGA3,4,0,7,0,0,0,0,2,0,0,47,12
gene-ISLR2,43,342,165,222,93,252,27,500,33,69,65,153
gene-MAPK11,517,718,880,673,478,663,268,2105,2377,604,442,395
gene-MAPK10,225,198,34,17,36,33,26,23,58,45,19,26
gene-MAPK13,0,12,4,4,13,16,26,0,42,0,0,8
gene-MAPK12,50,57,127,102,66,156,20,270,195,52,32,17
gene-MAPK14,586,857,744,1090,813,676,1295,1797,1005,915,848,661
gene-PDE3B,5577,7406,6874,18808,10345,5444,23069,8509,10273,8896,14287,7160
gene-PARD6A,45,77,48,27,17,33,49,32,48,30,32,27
gene-LOC121932425,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121932424,8,0,7,28,0,0,0,0,0,0,8,0
gene-LOC121932428,207,257,185,483,60,115,236,834,414,143,62,115
gene-LOC121929821,71,79,142,126,149,190,84,246,61,85,84,89
gene-LOC121929820,37,0,18,0,16,0,25,0,0,18,0,5
gene-ERP29,3573,3853,3204,2939,3279,2987,5254,4962,3461,2404,3899,2887
gene-ERP27,0,15,4,15,0,16,3,4,29,21,55,43
gene-PLEKHO1,34,19,97,26,51,86,18,98,89,32,223,38
gene-PLEKHO2,111,327,946,548,277,199,168,1019,160,114,623,323
gene-LOC121923971,817,1006,1809,1555,1303,1226,1294,2605,1678,1472,2084,1702
gene-LOC121923970,38,49,17,35,24,10,131,42,45,10,58,4
gene-LOC121923972,27843,60291,32028,50095,28133,16243,21543,76415,13122,36688,13710,10026
gene-LOC121923975,0,14,0,0,0,0,0,38,0,0,0,0
gene-LOC121923974,4677,67416,1517,748,1369,772,119,473923,853,237,2586,222
gene-LOC121923977,0,19,11,4,20,107,8,36,6,33,12,6
gene-LOC121923976,476,554,1062,748,809,871,748,1207,508,745,977,699
gene-ANGPT2,54,183,111,236,223,377,125,323,170,288,134,137
gene-C9H11orf98,466,790,574,335,354,624,885,718,777,678,871,384
gene-ZMYND19,203,367,2139,634,547,1821,754,752,612,974,1360,1317
gene-ZMYND15,0,30,37,87,31,78,23,112,71,54,56,99
gene-ZMYND11,813,1146,1436,2054,1921,2292,2270,5350,1042,2169,1009,1291
gene-ZMYND10,18,22,73,19,28,48,54,30,38,44,4,6
gene-ZMYND12,532,273,325,74,265,168,1876,303,1523,298,350,197
gene-SKI,782,622,1066,987,715,548,1217,2083,659,584,910,629
gene-BICDL1,62,72,9,56,0,0,0,245,4,48,177,14
gene-BICDL2,0,0,9,0,0,15,12,7,0,11,0,4
gene-TNFRSF25,14,8,128,23,29,17,32,49,98,35,164,73
gene-TNFRSF21,24,155,380,915,128,234,77,771,66,273,612,576
gene-RPP25,0,0,0,0,0,0,0,0,0,0,0,0
gene-RPP21,656,324,601,279,466,479,1215,557,1715,416,1309,614
gene-LOC121931193,6,8,69,67,33,83,72,26,4,70,22,82
gene-LOC121931194,66,0,0,8,32,15,24,46,9,36,12,24
gene-LOC121931195,27,40,31,21,14,40,4,59,4,10,25,51
gene-LOC121931197,72,131,42,272,100,43,92,380,75,89,76,91
gene-LOC121920690,7,0,0,0,0,0,0,5,0,0,0,0
gene-LOC121920693,2075,2546,3548,4222,3266,3196,4899,4262,3003,3712,2258,1264
gene-LOC121920692,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121934403,3053,2253,746,423,1798,0,1451,1896,9059,1835,1912,603
gene-LOC121920699,12,41,187,209,174,182,99,667,0,149,105,191
gene-CABP1,12,11,0,0,5,13,0,6,26,7,0,15
gene-CABP4,0,0,0,0,0,0,0,0,0,1,0,0
gene-CABP5,0,0,0,0,0,0,0,0,0,0,11,0
gene-LOC121931449,19,0,26,26,7,8,22,33,0,8,0,0
gene-TRANK1,1463,2004,3404,2178,2615,1866,3194,6480,1908,1944,2640,2027
gene-SLC10A1,110,20,309,0,557,199,257,194,0,258,265,167
gene-SLC10A2,0,0,0,0,0,0,0,0,0,0,0,0
gene-SLC10A3,537,1591,2464,2520,1344,2947,1390,2788,1102,1797,2930,1967
gene-SLC10A4,14,7,10,15,0,4,8,11,32,0,14,3
gene-MIF4GD,276,313,357,156,390,605,485,844,381,408,306,289
gene-LOC121931440,1745,1801,2067,3214,1694,1422,19583,164,5496,3009,1904,227
gene-SLC10A7,750,747,392,395,689,319,2350,1918,1267,629,329,342
gene-LOC121918059,1457,722,553,219,523,511,1396,747,2319,545,1827,795
gene-LOC121928060,156,766,133,1291,24,34,1310,62,79,262,495,511
gene-LOC121928061,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121928067,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121928064,18,65,112,143,87,254,485,52,603,941,90,51
gene-LOC121920527,0,2,0,0,0,0,0,5,0,0,0,3
gene-LOC121920526,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121920525,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121920524,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121920523,0,0,0,0,0,0,0,1,0,8,0,4
gene-LOC121920529,0,0,4,0,10,0,0,0,0,16,0,0
gene-LOC121920528,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121932779,147,204,189,88,114,100,96,203,204,130,196,124
gene-BLOC1S6,703,924,708,833,771,728,1231,1695,1095,744,661,643
gene-CARS1,290,397,635,819,394,535,575,1288,638,511,581,537
gene-CARS2,152,219,294,248,315,344,455,819,173,437,307,253
gene-PGRMC2,2315,3361,2085,3890,2481,1985,5870,5343,3838,3571,1922,1765
gene-PGRMC1,37661,60854,45426,59708,48428,49405,68718,73764,25327,46354,34294,27600
gene-CD302,2817,1667,2453,3011,2724,2891,4442,5173,2063,2590,3295,1845
gene-LOC121930711,0,0,0,0,0,0,0,4,0,0,0,0
gene-LOC121930712,0,0,0,0,0,0,0,17,0,0,0,0
gene-LOC121930714,0,0,0,0,0,0,0,0,0,0,0,0
gene-MTRES1,955,1186,1008,865,1101,1109,1747,2327,995,1080,1020,673
gene-LOC121930719,1715,2347,2878,3260,2067,2210,3241,7382,2727,1941,2787,2522
gene-LOC121917293,18,2,9,0,0,0,2,6,22,2,0,0
gene-LOC121917292,107,198,297,317,208,270,96,355,136,172,530,320
gene-LOC121917291,93,287,112,1055,94,65,146,534,90,95,173,171
gene-LOC121917290,344,330,604,492,312,434,331,844,340,503,435,498
gene-LOC121917297,0,0,0,2,9,0,0,0,3,0,0,0
gene-LOC121917296,4,4,8,5,10,12,6,30,0,21,24,9
gene-LOC121917295,3120,4853,3439,4537,3089,4005,5119,10803,3799,3143,4828,3797
gene-LOC121917294,79,428,146,161,187,156,455,544,214,230,725,255
gene-LOC121917299,66,109,144,146,172,208,145,328,67,224,88,123
gene-LOC121917298,0,0,0,0,0,0,5,0,0,0,0,0
gene-MICAL1,92,44,398,178,94,149,60,419,171,111,228,304
gene-MICAL3,1239,786,1551,1613,2295,1611,3739,2086,1723,1640,1161,826
gene-MICAL2,160,258,1851,1361,549,1259,922,440,414,3237,825,1434
gene-LOC121925460,73,52,49,42,18,87,109,278,57,75,29,22
gene-LOC121925468,0,0,0,0,0,0,0,0,0,0,0,0
gene-RAB4B,1826,3207,3343,2661,3079,3042,6790,6767,2307,2940,3279,2749
gene-INTS4,174,203,487,178,419,321,165,770,258,306,274,266
gene-ZNF668,25,21,45,22,49,120,49,79,4,83,22,21
gene-LOC121933975,0,0,0,0,0,0,0,0,0,1,0,0
gene-GDF6,0,0,0,0,0,0,0,0,0,0,0,0
gene-GDF7,0,0,0,0,28,0,0,14,0,26,0,0
gene-GDF5,0,0,0,0,0,0,0,0,0,0,0,0
gene-GDF2,80,308,50,244,211,84,173,171,124,112,142,136
gene-LOC121916651,1421,935,1319,573,763,643,1241,1876,2201,1607,1010,808
gene-LOC121916652,195,115,72,65,231,110,305,262,156,87,478,92
gene-LOC121916656,0,0,0,0,0,0,0,0,0,0,0,0
gene-GDF9,71,55,54,172,67,88,154,182,66,25,169,82
gene-LOC121922167,205,74,86,10,167,163,272,282,284,83,148,63
gene-LOC121922160,0,0,0,0,0,0,12,0,10,0,11,19
gene-LOC121922163,1767,1780,1184,1028,1836,1522,2645,3510,1839,1472,1372,1183
gene-LOC121918384,498,407,313,136,135,214,145,526,693,180,270,49
gene-LOC121918385,0,0,0,0,0,2,0,0,0,0,4,3
gene-LOC121918386,0,0,0,0,0,7,4,0,0,7,0,0
gene-LOC121918387,0,0,0,0,0,4,11,5,0,10,0,3
gene-LOC121918380,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121918381,345,297,228,140,187,47,231,453,1386,137,276,157
gene-LOC121918383,99,101,44,84,45,42,166,142,96,36,32,51
gene-LOC121918388,51,90,37,14,14,30,76,27,160,10,44,13
gene-NAA25,434,888,930,1075,870,878,1245,1634,967,1031,1266,1033
gene-INTS1,154,274,306,339,165,273,157,518,143,323,241,317
gene-NAA20,503,1167,674,948,592,960,1556,1769,812,1019,873,776
gene-FAAH2,109,246,555,1317,590,857,683,1028,158,1071,604,569
gene-UGDH,11986,21427,19459,22067,13038,19236,24083,30079,10714,23711,11460,12312
gene-INTS2,51,106,495,55,410,406,109,225,111,550,1036,508
gene-NUP107,328,394,217,597,408,286,505,1079,334,508,312,363
gene-LOC121922780,28,99,125,126,34,81,76,349,36,33,144,49
gene-BCL7B,77,250,226,192,143,234,300,507,355,351,344,320
gene-BCL7C,166,136,142,241,241,157,186,649,537,122,271,168
gene-LOC121922785,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121922786,90,138,159,137,224,391,229,197,85,339,178,159
gene-LOC121923668,72256,107835,69671,80055,59765,42250,46809,210382,22692,82587,95985,105564
gene-RETSAT,0,0,23,0,8,12,0,19,0,15,36,19
gene-RITA1,166,182,191,138,173,165,202,262,537,133,331,168
gene-TRDMT1,67,144,272,172,154,269,176,340,195,181,113,106
gene-SNX8,2172,1288,2958,3546,1248,2032,2153,3451,1605,1379,1636,726
gene-SNX9,3443,4357,3381,7325,4453,2669,11212,7531,6086,4431,3983,3017
gene-SNX6,647,1108,1391,1824,968,1349,1607,2601,841,1401,816,1249
gene-LOC121914727,0,9,0,0,6,0,0,6,76,10,9,0
gene-SNX4,2120,4209,2592,7274,2759,3691,4701,7963,2641,4034,1400,2352
gene-LOC121914725,8,8,0,0,0,7,0,8,6,2,4,11
gene-SNX2,1488,2392,2239,3342,1631,2346,3277,4902,1697,2275,1465,1652
gene-SNX3,769,1371,1490,1270,1529,1201,2187,2562,867,1332,1021,860
gene-LOC121914721,233,238,141,164,261,429,402,532,531,306,336,490
gene-DCAF8,1494,2398,2041,2759,1965,3030,3067,5710,1380,2461,1622,2177
gene-DCAF4,570,510,257,673,473,311,807,1042,1101,418,878,463
gene-DCAF5,2183,1854,1640,2804,1863,1426,3707,5093,2754,1558,1195,1728
gene-DCAF6,1118,1718,1998,1454,1485,1832,3889,3022,3077,3384,1620,1337
gene-DCAF7,432,851,983,2163,1142,1363,1413,2654,288,1272,846,987
gene-DCAF1,353,576,764,908,581,839,690,1239,575,632,1316,988
gene-LOC121924787,0,0,0,0,5,0,0,0,0,4,0,0
gene-LOC121924786,7,0,0,0,23,0,4,0,8,14,4,10
gene-LOC121924788,4,4,0,13,0,396,31,0,118,0,8,7
gene-LOC121923788,0,0,0,0,0,0,0,0,3,0,25,50
gene-LOC121923782,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121923780,25,49,162,26,34,40,103,153,149,45,115,97
gene-LOC121923786,0,0,0,2,0,0,0,0,0,0,0,0
gene-LOC121923787,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121923784,276,54,358,496,287,282,504,685,507,347,601,210
gene-CDKL2,12,20,4,10,13,4,23,47,5,14,0,3
gene-POLDIP2,3267,2857,2823,3470,2381,2214,6566,5354,3755,2500,2296,2403
gene-POLDIP3,747,855,1096,1325,962,1014,1291,2002,977,998,1206,945
gene-CDKL5,652,436,487,1421,548,746,614,2052,488,949,699,743
gene-ANGEL2,418,469,758,684,476,456,608,1206,819,621,644,773
gene-ANGEL1,102,188,305,578,366,336,199,544,40,263,211,428
gene-LOC121924259,0,0,0,4,0,0,0,11,0,0,0,4
gene-LOC121924258,103,174,309,161,245,302,191,348,103,339,320,245
gene-LOC121924255,128,168,78,124,173,202,158,149,140,187,138,174
gene-LOC121924254,34,41,75,73,119,158,59,130,40,141,63,56
gene-LOC121924257,311,255,370,391,429,519,318,863,235,421,256,326
gene-LOC121924251,63,169,102,130,121,143,174,148,180,108,121,103
gene-LOC121924250,59,56,103,76,54,63,58,140,220,67,135,48
gene-LOC121924253,202,476,465,146,168,393,261,634,386,236,336,456
gene-LOC121924252,15,70,123,43,84,173,104,106,31,192,36,58
gene-ZFYVE1,1320,2136,1936,4690,2163,2222,2943,5389,2068,2443,2052,2374
gene-CSNK1G1,1017,461,663,1077,603,441,751,1309,464,572,537,381
gene-CSNK1G3,969,978,910,1151,1017,797,1745,2285,1878,1166,898,951
gene-CTNND1,4595,6994,8455,11853,7130,6776,8705,16729,4207,5280,8794,8744
gene-ZFYVE9,106,106,280,493,263,395,330,655,111,364,279,327
gene-MRPS2,7747,8182,7998,6576,11238,4183,19187,5941,21866,7679,13141,10088
gene-MRPS5,1549,1271,2201,1132,1834,2156,3240,2397,3369,2100,1193,1917
gene-MRPS6,2690,2059,1378,3062,1431,2524,4241,1275,941,3508,1452,928
gene-MRPS7,919,962,895,808,853,805,1607,1358,1464,1180,839,595
gene-ENTPD2,136,329,265,290,164,205,350,271,138,233,249,246
gene-MRPS9,606,613,439,579,607,532,697,1200,716,704,630,570
gene-ENTPD1,133,175,190,110,110,127,344,229,170,243,115,81
gene-ENTPD7,867,1480,1224,280,1740,1047,1616,1562,1267,1189,8586,1878
gene-ENTPD4,664,678,814,1437,605,696,1088,2172,1126,696,572,533
gene-ENTPD5,2483,5802,7456,10235,5325,12896,11931,9706,1350,15296,1588,7312
gene-ZSWIM9,214,184,65,85,162,316,298,172,95,235,47,40
gene-ZSWIM8,708,965,1516,1419,1340,1584,1239,1944,719,1354,1155,1603
gene-POLR1H,438,412,633,273,668,594,1066,730,920,628,953,611
gene-IGDCC4,1802,626,3050,195,1422,2378,1829,826,1295,1423,643,592
gene-ZSWIM1,272,271,601,192,296,418,457,679,226,305,436,493
gene-POLR1D,2101,2651,1860,4214,2165,1968,4459,5816,3566,2373,1878,2069
gene-ZSWIM3,18,7,52,16,25,18,35,50,8,34,39,79
gene-POLR1F,706,676,1135,1042,666,836,1181,1273,1777,848,1354,1271
gene-POLR1A,305,512,652,671,583,687,699,1364,553,867,755,663
gene-ZSWIM4,598,840,1336,1938,859,1086,1654,2308,1424,787,1199,1322
gene-POLR1C,757,826,1089,1001,992,619,2238,1561,2257,1016,1086,1003
gene-ZSWIM6,319,294,1089,358,643,582,507,675,785,707,1898,658
gene-TRIQK,77,39,18,28,60,30,68,70,22,31,25,31
gene-RFT1,397,574,487,880,551,593,1324,1857,483,902,253,439
gene-UNC119B,1351,1902,3145,3225,1954,3764,3001,2600,1419,3598,2967,3388
gene-NADK2,695,893,1956,2591,1246,2831,5210,2874,928,2045,1470,1778
gene-CZIB,266,306,312,352,317,178,461,620,475,382,365,425
gene-SKP2,108,75,294,46,116,131,140,126,158,113,147,183
gene-SKP1,2019,3051,2218,2368,1863,2682,3080,3964,1579,2291,2320,1769
gene-CTNS,670,1382,995,1853,767,718,1647,1801,1451,909,1272,869
gene-EDN1,16,57,149,27,32,77,27,121,24,23,79,104
gene-EDN2,4,0,0,0,0,0,0,0,0,0,0,0
gene-EDN3,69,80,0,0,0,7,4,36,11,0,112,0
gene-ZDHHC8,12,113,151,446,218,156,256,336,67,173,181,166
gene-ZDHHC9,821,2390,1412,2871,1301,2013,3329,3208,2037,1749,1384,1345
gene-ZDHHC4,368,392,290,334,336,449,716,506,328,404,643,268
gene-ZDHHC5,394,671,588,1978,553,820,955,2599,375,1017,841,793
gene-KIF9,55,19,44,37,76,37,55,31,25,49,38,17
gene-ZDHHC7,154,258,406,384,408,453,538,517,202,453,366,433
gene-ZDHHC1,289,463,250,1217,297,630,1196,1016,985,509,403,424
gene-ZDHHC2,532,1311,636,2374,1060,778,1293,4090,897,810,882,799
gene-ZDHHC3,376,476,1166,1363,1003,903,1132,1914,395,1288,1113,763
gene-CMTR1,2814,1942,2731,2009,1608,1784,2888,3823,3364,1625,2015,1895
gene-CMTR2,295,714,325,144,149,263,636,524,985,220,303,216
gene-SFPQ,2982,6237,5180,9406,5802,7590,6981,8590,4870,6917,7865,7871
gene-B3GALT9,0,0,0,0,0,0,0,0,0,0,11,0
gene-B3GALT6,76,106,259,361,197,344,120,394,60,287,168,178
gene-B3GALT4,625,679,997,628,704,1080,930,1477,257,1359,639,438
gene-B3GALT2,0,0,4,0,0,4,0,4,0,0,0,0
gene-B3GALT1,0,4,53,0,0,0,4,17,0,0,0,0
gene-TGFB3,252,218,144,72,77,61,76,493,391,107,513,163
gene-PPP6C,1417,1524,1594,1387,1460,1188,2787,2498,2991,1168,1702,1330
gene-GADD45GIP1,1222,1555,1300,1211,1200,1950,3240,2353,1447,1601,1284,1126
gene-ENPP6,15,15,24,0,3,16,28,8,76,196,20,29
gene-RCC1L,1445,731,865,1863,941,977,1235,1345,1313,660,912,887
gene-CFAP221,38,47,37,26,0,7,12,34,33,5,15,7
gene-LOC121933176,1646,711,998,1220,927,882,2430,924,2853,705,1039,835
gene-LOC121933177,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121933179,1376,1378,1815,2632,1764,1526,3378,2880,2844,1756,1915,2123
gene-LOC121935741,45,165,104,213,135,232,194,249,33,207,56,82
gene-LOC121919714,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121919719,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121924146,0,0,0,0,0,0,0,0,0,0,0,0
gene-ISL1,0,0,0,0,0,0,0,0,0,0,0,0
gene-PMVK,2410,3208,3769,2513,2866,3129,4518,6347,2536,2848,2385,3010
gene-C1H14orf180,0,0,0,0,0,0,0,0,0,0,0,0
gene-BPNT2,1217,1856,1228,2969,1233,1240,2485,3937,1734,1352,1249,1198
gene-KIAA0895L,466,491,763,236,653,605,631,1159,570,943,907,861
gene-BPNT1,2290,2860,2021,2008,2377,2669,4637,3118,1571,4349,1676,1045
gene-GOPC,878,929,806,1270,835,852,1745,2079,1082,1099,402,637
gene-COBLL1,1500,2067,2835,2661,3292,4173,4542,2671,2393,4428,2873,1975
gene-PALM,21,50,43,120,35,51,32,109,27,32,40,60
gene-STAU2,545,799,719,1003,797,618,885,893,1279,335,476,642
gene-STAU1,5357,10425,9460,14788,8087,12703,14857,17585,6782,13078,6669,8584
gene-WAS,104,241,347,236,333,138,177,560,512,337,208,263
gene-PSD,0,4,15,0,0,0,4,0,13,0,11,4
gene-WAC,1539,3962,4451,5932,3747,4115,4430,6611,1974,3685,3688,5211
gene-LOC121934966,8,0,3,8,0,0,0,0,8,7,0,0
gene-LOC121934967,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121934962,144,0,53,22,36,122,0,144,188,96,191,8
gene-LOC121934963,184,352,612,175,257,184,573,718,233,347,346,267
gene-LOC121934968,0,0,0,0,0,0,0,4,0,0,3,0
gene-TPCN2,527,467,616,1171,621,902,1652,1305,553,1181,247,457
gene-TPCN1,586,854,776,1121,686,757,1184,1474,624,904,1227,1187
gene-LOC121935388,0,0,0,0,0,0,0,0,0,0,0,0
gene-LRRC74B,207,124,105,103,48,131,279,276,197,134,107,71
gene-LRRC74A,0,0,0,3,0,0,0,0,0,0,14,2
gene-LOC121935385,4466,7872,5230,7413,4037,6987,9587,12887,4809,5330,7115,5760
gene-LOC121935386,0,0,0,0,0,0,0,8,0,0,12,0
gene-ONECUT1,0,0,0,0,0,0,0,0,0,0,0,0
gene-ONECUT3,0,0,0,0,0,0,4,0,0,0,0,0
gene-SFTPB,0,13,10,15,15,13,16,24,25,9,23,10
gene-SNX33,1630,1566,1801,1556,1365,1422,3039,3091,2504,1551,2490,726
gene-SNX30,0,0,0,0,0,0,0,0,0,0,0,0
gene-SNX31,0,0,7,0,7,0,11,12,18,8,0,0
gene-FUBP1,2661,5350,3514,7172,3776,4731,9089,13736,2584,4825,2975,3273
gene-FUBP3,1275,1751,1476,3126,1596,2304,4036,3407,2145,2297,1119,1497
gene-UNCX,17,6,3,9,8,1,10,12,24,2,14,0
gene-LOC121931602,3,2,4,0,1,4,3,0,0,2,4,0
gene-LOC121921638,5,6,11,3,13,18,31,7,4,3,5,28
gene-LOC121931605,0,0,0,4,0,0,0,0,16,0,0,0
gene-LOC121931608,0,0,16,0,25,22,0,0,0,0,0,0
gene-LOC121921635,8,0,13,23,0,0,0,75,12,0,0,0
gene-LOC121921636,2,13,0,0,8,0,13,0,11,2,4,8
gene-LOC121921637,0,0,5,0,6,2,0,0,0,11,0,0
gene-LOC121934038,15,16,73,69,105,106,71,121,35,99,49,73
gene-LOC121934039,474,486,183,488,132,243,740,705,2504,148,199,121
gene-LOC121934031,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121934032,0,0,8,0,0,0,0,0,0,0,43,1
gene-LOC121934033,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121934034,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121934035,5,0,15,5,0,0,3,32,48,8,0,12
gene-MEIOB,5,0,17,0,10,15,12,4,0,13,11,4
gene-MEIOC,30,43,24,19,27,15,44,447,6,50,46,54
gene-PHETA2,70,35,20,42,13,56,68,107,7,73,49,54
gene-PHETA1,109,119,470,131,341,429,274,164,86,300,170,161
gene-SEC16A,2150,2732,4316,3044,2990,3030,5282,5843,4098,2898,4663,3598
gene-ILVBL,1837,4154,5850,3701,3133,5015,6702,6587,2333,8417,1382,2322
gene-UTP25,327,533,414,389,434,436,714,1048,618,499,531,359
gene-LOC121926068,4,0,0,0,0,0,0,12,8,0,0,0
gene-LOC121926060,7,41,12,51,24,17,12,54,0,13,52,33
gene-LOC121928453,2314,1489,1838,755,4677,5203,5535,1933,791,5959,982,857
gene-LOC121928450,214,133,310,269,301,327,163,463,106,135,37,308
gene-FDXR,301,262,179,209,99,217,236,554,576,261,152,217
gene-FNTA,1328,2009,1750,1736,1364,1788,2167,3077,2197,1645,1323,1791
gene-FDX1,1025,1772,1733,3478,1738,1924,2476,4764,857,2123,1376,1309
gene-LOC121927332,0,0,7,10,0,18,0,19,22,15,8,15
gene-LOC121927330,0,0,0,0,0,0,0,0,0,0,0,0
gene-HEXD,323,663,397,646,417,472,701,992,477,266,321,473
gene-HEXA,1427,1750,1112,1401,943,1388,1488,2638,1633,1000,1364,1386
gene-HEXB,127,808,432,464,275,172,315,1113,300,375,152,151
gene-TTPA,8335,11239,10006,30016,13299,14895,26184,32287,5555,14148,6439,8213
gene-LOC121936958,23,42,1908,18,413,418,134,38,50,1151,3887,545
gene-SLC8A1,14,30,41,34,15,22,12,105,19,6,7,15
gene-SLC8A3,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121936951,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC121936950,0,0,0,0,0,0,0,0,0,0,0,0
gene-RIPK4,11,36,7,8,24,7,0,7,14,0,17,9
gene-LOC121936952,19,211,179,256,176,70,93,766,13,92,95,226
gene-RIPK2,798,858,1218,1630,580,780,1179,2762,794,716,2121,697
gene-RIPK3,133,90,122,122,39,47,73,248,132,49,61,62
gene-RIPK1,184,346,439,232,244,273,243,594,319,365,835,456
gene-CKS2,0,0,5,0,5,8,15,13,24,11,20,5
gene-RHOF,26,56,149,46,79,77,125,112,108,61,81,74
gene-RHOG,57,220,1510,420,153,185,198,536,99,287,324,253
gene-NUCB1,2741,4457,7584,4657,5594,8205,9904,9363,1924,7689,7109,5452
gene-RHOB,2279,4821,10401,3988,7493,15430,5848,13553,5731,10517,12294,12108
gene-RHOC,3212,1162,3072,955,2280,1726,4401,2636,4097,2785,3251,2913
gene-RHOA,1855,3430,3313,4709,2595,3279,4313,8378,2578,2670,2601,2734
gene-RHOJ,64,85,64,179,64,57,164,303,34,29,122,71
gene-RHOH,8,27,67,21,26,8,19,44,87,28,26,15
gene-RHOV,4,0,0,66,0,0,0,0,0,0,4,0
gene-TATDN1,171,312,118,172,123,153,435,457,258,205,110,226
gene-TATDN2,416,645,764,781,730,868,683,1279,521,765,628,701
gene-TATDN3,44,60,50,85,31,58,82,184,103,75,34,97
gene-RHOQ,205,185,249,215,280,196,197,449,255,317,262,424
gene-EPS8L1,0,61,32,0,78,39,104,0,104,175,58,24
gene-EPS8L3,1217,402,273,18,561,184,850,558,477,178,269,213
gene-EPS8L2,1027,1797,2792,2735,2292,3211,3041,3013,1297,2979,2088,2221
gene-C1H21orf58,0,3,0,0,0,0,0,0,0,0,0,0
gene-LOC121929328,418,736,437,671,388,378,778,1627,470,442,409,471
gene-EMP2,142,172,115,355,209,225,229,620,135,156,178,197
gene-LOC121929322,0,166,8,0,0,0,0,123,32,0,55,19
gene-LOC121929320,882,287,346,182,502,422,1002,37,2161,550,302,92
gene-FAM178B,21,18,26,37,21,19,15,43,26,16,57,108
gene-NDUFA13,3117,2776,2142,1522,2563,2878,4673,3778,5042,2761,2834,1796
gene-NDUFA12,3222,4686,2150,2482,2814,2664,4851,5990,2363,2504,2342,2423
gene-NDUFA10,4230,4538,4059,3342,4316,4111,6696,6102,6093,4144,5210,3687
gene-GSK3B,160,366,634,1215,694,692,641,1511,213,853,498,760
gene-GSK3A,1044,1208,1327,1666,1127,1329,2680,2532,1799,1275,1320,1682
gene-TRPM2,4,0,8,0,3,10,0,6,61,19,0,7
gene-TRPM1,31,157,49,27,24,22,37,120,39,11,285,68
gene-TRPM7,1412,1304,1544,2031,1398,1831,2912,2906,2610,1868,1243,1073
gene-TRPM6,522,100,650,20,1040,327,2135,576,3417,723,513,319
gene-TRPM5,11,9,5,0,6,15,6,15,11,3,8,23
gene-TRPM4,52,24,11,109,13,52,66,189,77,19,19,34
gene-TRPM8,4,0,0,0,0,0,0,0,0,0,4,0
gene-LGMN,8682,19100,10670,53409,12031,21258,44085,36112,6343,22074,11076,11539
gene-FAM214B,1141,1109,1282,525,939,920,1657,1957,1778,1022,887,737
gene-FAM214A,374,367,897,406,369,897,1153,982,1012,815,734,1998
